"Business.address","Trading.name","Seating_type","Number_of_seats","Census.year","Block.ID","Property.ID","Base.property.ID","Building.address","CLUE.small.area","Industry..ANZSIC4..code","Industry..ANZSIC4..description","Longitude","Latitude","location"
"Tenancy 42B, LwrGround 18 Batmans Hill Drive DOCKLANDS VIC 3008","Sushi & Nori","Indoor",24,2022,1105,640970,640970,"14-24 Batmans Hill Drive DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.949822025254,-37.82131269085,"-37.82131269085, 144.94982202525404"
"Shop 6, 360 Collins Street MELBOURNE VIC 3000","Sushi & Nori Melbourne","Indoor",62,2022,34,102133,102133,"360 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9621709685,-37.8161689399954,"-37.81616893999539, 144.9621709685"
"Shop 118, Level 1 194-200 Bourke Street MELBOURNE VIC 3000","Sushi Hotaru","Indoor",32,2022,56,101204,101204,"194-200 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9672689638,-37.8124190399915,"-37.812419039991525, 144.9672689638"
"Shop 2, 475 Elizabeth Street MELBOURNE VIC 3000","Sushi Hub Elizabeth 2","Indoor",28,2022,114,103231,103231,"473-481 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.959780285592,-37.80782174585,"-37.807821745850006, 144.95978028559242"
"Part 26 Elizabeth Street MELBOURNE VIC 3000","Sushi Hub Elizabeth Street","Indoor",6,2022,15,103328,103328,"River View House 274-282 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96508581705,-37.8176599550446,"-37.817659955044626, 144.96508581705"
"Ground 51 Swanston Street MELBOURNE VIC 3000","Sushi Hub Swanston","Indoor",42,2022,25,109264,109264,"45-63 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96662326245,-37.8163268633317,"-37.81632686333168, 144.96662326245"
"Shop 6A, 353 Little Collins Street MELBOURNE VIC 3000","Sushi Hut","Outdoor, Indoor",14,2022,34,110669,110669,"353-359 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96299531095,-37.8156982802892,"-37.815698280289155, 144.96299531095"
"Shop 76, Ground 300 Lonsdale Street MELBOURNE VIC 3000","Sushi Jiro","Outdoor, Indoor",88,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Shop QS001 1-7 QV Square MELBOURNE VIC 3000","Sushi Jiro QV","Outdoor, Indoor",76,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"Shop 5F, 84 Flinders Lane MELBOURNE VIC 3000","Sushi Land","Outdoor, Indoor",20,2022,27,102067,102067,"89-105 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.970772934056,-37.81489297565,"-37.81489297565, 144.97077293405562"
"Shop 2, Ground 2 Queen Street MELBOURNE VIC 3000","Sushi Lian","Indoor",30,2022,14,104003,104003,"Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962710414155,-37.8185876429,"-37.8185876429, 144.96271041415488"
"Shop 8R, 3 Freshwater Place SOUTHBANK VIC 3006","Sushi N Poke","Indoor",12,2022,802,575820,575820,"Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006","Southbank",4512,"Takeaway Food Services",144.962182583982,-37.8217150925,"-37.8217150925, 144.96218258398218"
"178 Rathdowne Street CARLTON VIC 3053","Sushi Ten","Indoor, Outdoor",32,2022,226,108229,108229,"178 Rathdowne Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.971183012885,-37.7951879624,"-37.7951879624, 144.97118301288475"
"Shop 18A, Ground 90 Waterfront Way DOCKLANDS VIC 3008","Sushi Yuzen","Indoor",31,2022,1110,593729,593729,"The District Docklands East Car Park 50-94 Waterfront Way DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.939444490556,-37.81215075265,"-37.81215075265, 144.93944449055613"
"Shop G01 535 Little Collins Street MELBOURNE VIC 3000","Sushi Yuzen","Indoor",8,2022,32,102115,102115,"522-534 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.9568112744,-37.8177035148438,"-37.81770351484376, 144.9568112744"
"Tenancy 7, Ground 850 Collins Street DOCKLANDS VIC 3008","Sushi at the Dock","Indoor",26,2022,1108,632510,632510,"840-850 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9445442495,-37.8209397787129,"-37.82093977871287, 144.94454424949998"
"Shop E3, 12 Southern Cross Lane MELBOURNE VIC 3000","Sushi-Ya","Indoor, Outdoor",80,2022,47,602997,103597,"SX121 121 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.970109375538,-37.81281419155,"-37.81281419155, 144.97010937553796"
"Part Shop 2B, Ground 37 Swanston Street MELBOURNE VIC 3000","Swanston Halal Food Centre","Indoor",35,2022,15,109263,109263,"31-41 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.966704333188,-37.81674246265,"-37.81674246265, 144.96670433318764"
"Shop 3, 8 Driver Lane MELBOURNE VIC 3000","Sweet Canteen","Indoor, Outdoor",25,2022,65,105875,105875,"Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4129,"Other Specialised Food Retailing",144.96312748625,-37.8129258892501,"-37.81292588925007, 144.96312748625002"
"Floor 3-4 207 Russell Street MELBOURNE VIC 3000","Sweetie And Moustache Dessert Lounge","Indoor",80,2022,66,108548,108548,"205-207 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96729827565,-37.8116985196,"-37.8116985196, 144.96729827565002"
"Part Level 1 89 Flinders Lane MELBOURNE VIC 3000","Swiss Club Restaurant","Indoor",100,2022,17,103920,103920,"87-89 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97139265375,-37.8154303940914,"-37.8154303940914, 144.97139265375"
"Shop 313, Level 3 300 Lonsdale Street MELBOURNE VIC 3000","TGI Fridays Restaurant & Bar","Indoor",330,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Shop Ground 138 Queensberry Street CARLTON VIC 3053","THE LINCOLN ARMS PRIVATE DINING ROOMS","Indoor",35,2022,255,111305,111305,"138 Queensberry Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.96429482355,-37.8044461469199,"-37.804446146919915, 144.96429482355"
"7 Buckley Walk DOCKLANDS VIC 3008","TOSS'D","Outdoor",22,2022,1108,611366,611366,"Serrata Apartments 813-817 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.944690694755,-37.8199481825,"-37.8199481825, 144.94469069475525"
"Part Ground & Rear 360 Little Collins Street MELBOURNE VIC 3000","TRATTORIA EMILIA","Indoor",70,2022,44,105959,105959,"358-360 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9626384508,-37.8152801785277,"-37.8152801785277, 144.9626384508"
"165 Nicholson Street CARLTON VIC 3053","Tabets Bakery","Outdoor, Indoor",20,2022,232,106945,106945,"165 Nicholson Street CARLTON VIC 3053","Carlton",1174,"Bakery Product Manufacturing (Non-factory based)",144.974821759594,-37.796317118,"-37.796317118000005, 144.97482175959445"
"189 Lygon Street CARLTON VIC 3053","Tabouli","Indoor, Outdoor",65,2022,246,106107,106107,"189 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.966488077528,-37.8011904006,"-37.8011904006, 144.96648807752754"
"Basement 412 Collins Street MELBOURNE VIC 3000","Taco Bill Collins Street","Indoor",80,2022,33,102127,102127,"412-414 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9604880762,-37.8169908894926,"-37.81699088949263, 144.9604880762"
"Part Level 1 142 Russell Street MELBOURNE VIC 3000","Taco Bill Mexican Restaurant","Indoor",50,2022,47,101126,101126,"173-175 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9684169991,-37.8129889643043,"-37.81298896430425, 144.9684169991"
"Ground 82 Wellington Parade EAST MELBOURNE VIC 3002","Tadka Hut Indian Cuisine","Indoor",36,2022,607,110006,110006,"82 Wellington Parade EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.9873076192,-37.8163494846453,"-37.816349484645286, 144.9873076192"
"Shop 1-2, LwrGround 518 Little Bourke Street MELBOURNE VIC 3000","Tahini Lebanese Diner","Indoor, Outdoor",150,2022,62,110099,110099,"189-203 William Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.957065150715,-37.8146457999,"-37.814645799900006, 144.9570651507153"
"67-69 Stanley Street WEST MELBOURNE VIC 3003","Taiwan Cafe Melbourne","Indoor",20,2022,431,109005,109005,"67-69 Stanley Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4511,"Cafes and Restaurants",144.9493776208,-37.8084520622387,"-37.80845206223873, 144.9493776208"
"Part Gnd & Flr1 267-271 King Street MELBOURNE VIC 3000","Taketori Fusion Japanese","Indoor",40,2022,71,105315,105315,"267-271 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.954312565885,-37.81391977565,"-37.81391977565, 144.95431256588506"
"Shop 2, Ground 32 Bourke Street MELBOURNE VIC 3000","Takumi Japanese Restaurant","Indoor",50,2022,58,101232,101232,"32-38 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97197812345,-37.8113608473272,"-37.81136084732718, 144.97197812345"
"Gnd & Bmt 130 Bourke Street MELBOURNE VIC 3000","Tan Hot Pot","Indoor",76,2022,57,101215,101215,"130-132 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9691826081,-37.8122382249888,"-37.81223822498879, 144.9691826081"
"140 Rathdowne Street CARLTON VIC 3053","Tanaka Coffee and Grocer","Outdoor, Indoor",28,2022,225,108239,108239,"138-150 Rathdowne Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9710396395,-37.7960457265064,"-37.79604572650639, 144.97103963950002"
"Shop 1, Ground 466-468 Little Lonsdale Street MELBOURNE VIC 3000","Tao's Asian BBQ Kitchen","Indoor, Outdoor",62,2022,82,106031,106031,"466-468 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95557300685,-37.8129046181203,"-37.812904618120335, 144.95557300685"
"829-831A Bourke Street DOCKLANDS VIC 3008","Tap 831","Indoor, Outdoor",176,2022,1108,609480,609480,"829-843 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.943459935236,-37.8204455766,"-37.8204455766, 144.94345993523592"
"Front 350-352 Drummond Street CARLTON VIC 3053","Taquito Bar","Outdoor",30,2022,216,102714,102714,"350-352 Drummond Street CARLTON VIC 3053","Carlton",4520,"Pubs, Taverns and Bars",144.969271207383,-37.7977107422,"-37.7977107422, 144.9692712073831"
"Shop 24, 239 Bourke Street MELBOURNE VIC 3000","Taste of Hunan","Indoor",65,2022,46,101137,101137,"235-251 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.966619556,-37.8137378532674,"-37.81373785326741, 144.966619556"
"Shop 8, 800 Bourke Street DOCKLANDS VIC 3008","Tataki Noodles & Dumplings","Outdoor, Indoor",95,2022,1108,573414,573414,"National@Docklands 788-812 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.945079983583,-37.81885105,"-37.81885105, 144.945079983583"
"Shop 1, 381 Flinders Lane MELBOURNE VIC 3000","Tavistock House Cafe","Indoor, Outdoor",75,2022,13,103954,103954,"381-387 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9613890915,-37.8182508991978,"-37.81825089919776, 144.9613890915"
"Tenancy 29, Level 1 2 Swanston Street MELBOURNE VIC 3000","Taxi Kitchen","Indoor",220,2022,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.969941642792,-37.81777782605,"-37.817777826050005, 144.96994164279243"
"Basement & Ground - Lvl 1 91 Flinders Lane MELBOURNE VIC 3000","Tazio","Outdoor, Indoor",322,2022,17,103921,103921,"91-93 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97121779675,-37.815412829617,"-37.81541282961696, 144.97121779675"
"Tea Rooms Royal Botanic Gardens Alexandra Avenue MELBOURNE VIC 3004","Tea rooms and Terrace Royal Botanic Gardens","Indoor, Outdoor",275,2022,852,101100,101100,"Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004","Melbourne (Remainder)",4511,"Cafes and Restaurants",144.981281892144,-37.82952121275,"-37.829521212749995, 144.9812818921444"
"163 Grattan Street CARLTON VIC 3053","Teaser Carlton","Indoor",5,2022,243,104453,104453,"163 Grattan Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.96342027045,-37.8005969372234,"-37.80059693722342, 144.96342027045"
"195 Russell Street MELBOURNE VIC 3000","Teaser Fengcha","Indoor",10,2022,56,108546,108546,"195-197 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4129,"Other Specialised Food Retailing",144.967402910348,-37.81199701745,"-37.81199701745, 144.96740291034843"
"Part 100 St Kilda Road SOUTHBANK VIC 3006","Teatro","Indoor, Outdoor",160,2022,752,110734,110733,"Hamer Hall 100 St Kilda Road SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.96817034075,-37.8209420403145,"-37.82094204031448, 144.96817034075002"
"760 Bourke Street DOCKLANDS VIC 3008","Teej Cafe","Outdoor, Indoor",10,2022,1103,599505,573403,"Victoria Point 744-770 Bourke Street DOCKLANDS VIC 3008","Docklands",4512,"Takeaway Food Services",144.947350929003,-37.81812972055,"-37.81812972055, 144.94735092900342"
"143 City Road SOUTHBANK VIC 3006","Ten BBQ & Hotpot Buffet","Indoor",110,2022,811,110364,110364,"141-155 City Road SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.963252739352,-37.82376399125,"-37.82376399125, 144.9632527393522"
"118-120 Hardware Street MELBOURNE VIC 3000","Ten Square Cafe","Indoor, Outdoor",67,2022,74,104664,104664,"116-122 Hardware Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960702996374,-37.81194747545,"-37.81194747545, 144.96070299637427"
"431 Little Collins Street MELBOURNE VIC 3000","Tengu Melbourne","Indoor",26,2022,33,105935,105935,"431 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9603964002,-37.816291103212,"-37.81629110321202, 144.9603964002"
"Rear Shop 2, Ground 182 Collins Street MELBOURNE VIC 3000","Teppanyaki Inn","Indoor",70,2022,36,102149,102149,"Clyde House 182 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96744010115,-37.8147862436163,"-37.814786243616254, 144.96744010114998"
"Part Ground 459 Little Collins Street MELBOURNE VIC 3000","Terrace Deli","Outdoor, Indoor",114,2022,33,105938,105938,"457-469 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.959549963813,-37.81660735525,"-37.81660735525, 144.95954996381323"
"1-23 City Road SOUTHBANK VIC 3006","Testing Ground","Outdoor",50,2022,813,110349,110349,"1-23 City Road SOUTHBANK VIC 3006","Southbank",4520,"Pubs, Taverns and Bars",144.967523088388,-37.8213758077,"-37.8213758077, 144.96752308838842"
"Shop M04 287 Lonsdale Street MELBOURNE VIC 3000","Tetsujin","Indoor",100,2022,65,105698,105698,"269-321 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.963928937014,-37.81247035035,"-37.81247035035, 144.96392893701363"
"176 Rathdowne Street CARLTON VIC 3053","Thai 29 Carlton","Indoor, Outdoor",58,2022,226,108230,108230,"176 Rathdowne Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.971175279861,-37.7952323664,"-37.7952323664, 144.97117527986072"
"124 Lygon Street CARLTON VIC 3053","Thai City Restaurant","Indoor, Outdoor",80,2022,252,111060,106250,"124 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9667020245,-37.8044377022593,"-37.80443770225933, 144.96670202450002"
"Tenancy 3, 851 Collins Street DOCKLANDS VIC 3008","Thai Thani Docklands","Indoor, Outdoor",67,2022,1108,667598,667598,"839-865 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.944003653579,-37.82162859595,"-37.82162859595, 144.94400365357916"
"171 Bourke Street MELBOURNE VIC 3000","Thai Tide","Indoor",100,2022,47,101125,101125,"171 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9684971243,-37.8129636904312,"-37.81296369043123, 144.9684971243"
"25 Artemis Lane MELBOURNE VIC 3000","Thai Town Melbourne","Indoor",200,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"Shop 4, 115 Swanston Street MELBOURNE VIC 3000","Thai Viet","Outdoor, Indoor",24,2022,35,109268,109268,"Capitol Arcade 109-117 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965780600956,-37.8150701808,"-37.8150701808, 144.965780600956"
"Part Ground 4 Riverside Quay SOUTHBANK VIC 3006","Thailander Riverside Quay","Indoor",52,2022,801,110326,110326,"4 Riverside Quay SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.963374132505,-37.82092447295,"-37.82092447295, 144.9633741325051"
"Unit 1, 355-357 Exhibition Street MELBOURNE VIC 3000","Thailicious","Indoor",52,2022,97,103617,103617,"355-357 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.968175069906,-37.80752104815,"-37.80752104815, 144.96817506990635"
"Gnd-Lvl 7 187 Flinders Lane MELBOURNE VIC 3000","The Adelphi Hotel","Indoor",50,2022,16,103938,103938,"Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4400,"Accommodation",144.9683751885,-37.816358417732,"-37.81635841773196, 144.9683751885"
"20 Howey Place MELBOURNE VIC 3000","The Alley Edition","Indoor, Outdoor",14,2022,35,105923,105923,"281-283 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96522548615,-37.8150742250766,"-37.81507422507663, 144.96522548615002"
"Gardens House Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004","The Atlantic Group","Outdoor, Indoor",286,2022,852,101100,101100,"Royal Botanic Gardens Victoria Birdwood Avenue MELBOURNE VIC 3004","Melbourne (Remainder)",4513,"Catering Services",144.981281892144,-37.82952121275,"-37.829521212749995, 144.9812818921444"
"Shop 18, Ground 8 Whiteman Street SOUTHBANK VIC 3006","The Atlantic Restaurant","Indoor",180,2022,803,111175,110477,"Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.958329931239,-37.82316159555,"-37.823161595550005, 144.95832993123923"
"Part Level 35 35 Collins Street MELBOURNE VIC 3000","The Atrium on 35","Indoor",150,2022,28,102061,102060,"Collins Tower 25-45 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.972625572653,-37.81430518125,"-37.81430518125, 144.97262557265284"
