"Business.address","Trading.name","Seating_type","Number_of_seats","Census.year","Block.ID","Property.ID","Base.property.ID","Building.address","CLUE.small.area","Industry..ANZSIC4..code","Industry..ANZSIC4..description","Longitude","Latitude","location"
"175 Russell Street MELBOURNE VIC 3000","Cambodia's Kitchen","Indoor",45,2022,56,529297,529297,"175 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.967568701112,-37.8123354408,"-37.8123354408, 144.96756870111153"
"21-25 Hardware Lane MELBOURNE VIC 3000","Campari House","Outdoor, Indoor",200,2022,54,104653,104653,"21-25 Hardware Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.961314107509,-37.81409145355,"-37.81409145355, 144.96131410750897"
"Part  Level 4 Building 14 RMIT University 414-418 Swanston Street MELBOURNE VIC 3000","Canto Melbourne","Indoor, Outdoor",15,2022,96,606672,105490,"Building 14 RMIT University 414-418 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.964588692346,-37.80821791505,"-37.80821791505, 144.96458869234556"
"Ground, Level 2 - 28 560 Flinders Street MELBOURNE VIC 3000","Canvas Apartment Hotel","Indoor",18,2022,11,103986,103986,"556-560 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4400,"Accommodation",144.95576682085,-37.8206107534938,"-37.82061075349377, 144.95576682085"
"415-421 Rathdowne Street CARLTON VIC 3053","Capitano","Indoor",80,2022,215,108202,108202,"415-421 Rathdowne Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9704268719,-37.7965204327947,"-37.796520432794665, 144.9704268719"
"28 Aquitania Way DOCKLANDS VIC 3008","Capri Cafe & Lounge","Outdoor, Indoor",82,2022,1109,627659,627659,"231-245 Harbour Esplanade DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.94299895745,-37.813554085591,"-37.813554085590994, 144.94299895745002"
"Shop 309, Level 3 300 Lonsdale Street MELBOURNE VIC 3000","Capricho Melbourne Central","Indoor",56,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000","Captain Melville","Indoor, Outdoor",230,2022,115,104103,104103,"Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.9616202307,-37.8075189651329,"-37.8075189651329, 144.96162023070002"
"Part Level 1 209-213 Elizabeth Street MELBOURNE VIC 3000","Captains Of Industry","Indoor",45,2022,54,103184,103184,"209-213 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962547908104,-37.8135402584,"-37.8135402584, 144.96254790810377"
"55A Newquay Promenade DOCKLANDS VIC 3008","Cargo","Outdoor, Indoor",280,2022,1109,573925,573925,"55 Newquay Promenade DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.941416299101,-37.81534620825,"-37.815346208250006, 144.94141629910104"
"Shop 14, Ground 120 Pearl River Road DOCKLANDS VIC 3008","Carl's Jr Docklands","Outdoor, Indoor",80,2022,1110,620301,620301,"120 Pearl River Road DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.936589267222,-37.811859459,"-37.811859459, 144.93658926722165"
"108 Lygon Street CARLTON VIC 3053","Carlton Curry House","Outdoor, Indoor",40,2022,252,111067,106250,"108 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9667020245,-37.8044377022593,"-37.80443770225933, 144.96670202450002"
"Unit 2, 164 Cardigan Street CARLTON VIC 3053","Carlton Grill & Kebab House","Indoor, Outdoor",24,2022,246,101693,101693,"156-164 Cardigan Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.965626176822,-37.8013262219,"-37.8013262219, 144.96562617682207"
"68 Victoria Street CARLTON VIC 3053","Carlton Megabytes","Indoor, Outdoor",39,2022,266,534005,534005,"68 Victoria Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9655264492,-37.8067158968589,"-37.80671589685895, 144.9655264492"
"298 Lygon Street CARLTON VIC 3053","Carlton Yacht Club Bar","Outdoor",40,2022,218,106215,106215,"298 Lygon Street CARLTON VIC 3053","Carlton",4520,"Pubs, Taverns and Bars",144.967376292728,-37.7999858147,"-37.7999858147, 144.96737629272758"
"Part John Medley Building 191 230 Grattan Street PARKVILLE VIC 3010","Carte Crepes","Outdoor",25,2022,270,664635,104468,"John Medley Building 191 230 Grattan Street PARKVILLE VIC 3010","Parkville",4512,"Takeaway Food Services",144.9612087442,-37.7967716957783,"-37.79677169577826, 144.9612087442"
"Ground 19 Somerset Place MELBOURNE VIC 3000","Cartel Roasters Melbourne","Indoor",34,2022,54,108818,108818,"19 Somerset Place MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962386700589,-37.81379757075,"-37.81379757075, 144.9623867005889"
"Ground & Part Level 1 163 Lygon Street CARLTON VIC 3053","Casa Del Gelato","Indoor, Outdoor",30,2022,246,106099,106099,"163-165 Lygon Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.966431047609,-37.80186970945,"-37.80186970945, 144.96643104760852"
"Part Ground Laby Theatre David Caro Physics South Building 192 230 Grattan Street PARKVILLE VIC 3010","Castro's Kiosk","Outdoor",34,2022,270,664633,104468,"David Caro Physics South Building 192 230 Grattan Street PARKVILLE VIC 3010","Parkville",4512,"Takeaway Food Services",144.9612087442,-37.7967716957783,"-37.79677169577826, 144.9612087442"
"30 Guildford Lane MELBOURNE VIC 3000","Cat Cafe Melbourne","Indoor",24,2022,84,516122,516122,"30 Guildford Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9598678534,-37.8112328779559,"-37.81123287795586, 144.9598678534"
"Unit 6, Basement 221 Queen Street MELBOURNE VIC 3000","Caterina's Cucina e Bar","Indoor",90,2022,63,108079,108079,"221-231 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9597518208,-37.813558724901,"-37.81355872490104, 144.9597518208"
"Shop 9, Ground 37 Swanston Street MELBOURNE VIC 3000","Cathedral Coffee","Indoor",2,2022,15,109263,109263,"31-41 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.966704333188,-37.81674246265,"-37.81674246265, 144.96670433318764"
"61 Flinders Lane MELBOURNE VIC 3000","Cecconi's Flinders Lane","Outdoor, Indoor",192,2022,18,103918,103918,"61-73 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97251244573,-37.8150648791,"-37.8150648791, 144.97251244573033"
"2 Oliver Lane MELBOURNE VIC 3000","Cento Mani","Indoor",17,2022,17,104022,104022,"Yarra View Apartments 138-140 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.970337255,-37.816372235273,"-37.81637223527302, 144.970337255"
"Shop 2, 252 Flinders Lane MELBOURNE VIC 3000","Centro Espresso","Indoor",14,2022,25,101789,101789,"252-254 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96559654045,-37.816602896192,"-37.81660289619204, 144.96559654045"
"Shop 28, Ground 8 Whiteman Street SOUTHBANK VIC 3006","Cervo","Outdoor, Indoor",116,2022,803,111175,110477,"Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.958329931239,-37.82316159555,"-37.823161595550005, 144.95832993123923"
"Shop 101, 673 La Trobe Street DOCKLANDS VIC 3008","Chai 'N' Chilli","Outdoor, Indoor",40,2022,1103,669632,573400,"673-675 La Trobe Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.947492647451,-37.81489990395,"-37.81489990395, 144.9474926474515"
"Basement 105 Queen Street MELBOURNE VIC 3000","Chaise Lounge","Indoor",40,2022,33,108067,108067,"103-105 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.960811864621,-37.8161548995,"-37.816154899500006, 144.96081186462072"
"138B Rathdowne Street CARLTON VIC 3053","Chamman","Indoor",15,2022,225,108239,108239,"138-150 Rathdowne Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.9710396395,-37.7960457265064,"-37.79604572650639, 144.97103963950002"
"154-156 Rathdowne Street CARLTON VIC 3053","Chamman Pizza","Indoor",15,2022,225,108238,108238,"154-156 Rathdowne Street CARLTON VIC 3053","Carlton",4512,"Takeaway Food Services",144.971074058903,-37.7958569609,"-37.7958569609, 144.97107405890344"
"Suite 3 & 5-7 Ground 430 Little Collins Street MELBOURNE VIC 3000","Chancery Lane","Outdoor, Indoor",405,2022,43,105953,105953,"430-436 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9601098028,-37.815969410676,"-37.81596941067596, 144.9601098028"
"66-68 Little La Trobe Street MELBOURNE VIC 3000","Chang Go","Indoor",56,2022,95,105982,105982,"66-68 Little La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.961815736,-37.8094229390836,"-37.80942293908363, 144.961815736"
"70-72 Little La Trobe Street MELBOURNE VIC 3000","Chang Go","Indoor",100,2022,95,105981,105981,"70-72 Little La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96174316415,-37.809445064247,"-37.80944506424704, 144.96174316415"
"401 Rathdowne Street CARLTON VIC 3053","Chapati Melbourne","Indoor",30,2022,215,108197,108197,"401 Rathdowne Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.970321084595,-37.7969216122,"-37.7969216122, 144.9703210845949"
"Rear Shop 199 Flinders Lane MELBOURNE VIC 3000","Chapter House Coffee","Indoor, Outdoor",27,2022,16,110761,110760,"The Chapter House and Diocesan Offices 197-209 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.9676794598,-37.8167885249716,"-37.81678852497156, 144.9676794598"
"37 Errol Street NORTH MELBOURNE VIC 3051","Char Siu House","Outdoor, Indoor",50,2022,345,103403,103403,"37 Errol Street NORTH MELBOURNE VIC 3051","North Melbourne",4511,"Cafes and Restaurants",144.94908509427,-37.8041242915,"-37.8041242915, 144.9490850942703"
"Part Ground 380-390 La Trobe Street MELBOURNE VIC 3000","Charles LaTrobe Coffee Co","Indoor",80,2022,93,105477,105477,"378-392 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95805069635,-37.8109125957122,"-37.81091259571215, 144.95805069635"
"43 South Wharf Promenade SOUTH WHARF VIC 3006","Charlie Lovett","Indoor, Outdoor",116,2022,804,110988,110988,"29-65 South Wharf Promenade SOUTH WHARF VIC 3006","Southbank",4511,"Cafes and Restaurants",144.950614615564,-37.8241117384,"-37.824111738400006, 144.95061461556418"
"Shop 7, 838 Collins Street DOCKLANDS VIC 3008","Charlie bit me","Indoor",24,2022,1108,622439,622439,"Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9450193849,-37.8210123035422,"-37.82101230354219, 144.9450193849"
"15 Red Cape Lane MELBOURNE VIC 3000","Chatime","Indoor",12,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"Shop 2, Ground 359 Lonsdale Street MELBOURNE VIC 3000","Che Desserts Australia","Indoor",20,2022,64,105700,105700,"359-363 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96187567925,-37.8127516003688,"-37.81275160036885, 144.96187567925"
"61 Stubbs Street KENSINGTON VIC 3031","Cheeky Brothers","Indoor, Outdoor",32,2022,2540,617955,617955,"25-77 Stubbs Street KENSINGTON VIC 3031","Kensington",4511,"Cafes and Restaurants",144.9359190859,-37.7910709266222,"-37.79107092662218, 144.9359190859"
"Shop 102, Level 1 458 Elizabeth Street MELBOURNE VIC 3000","Chef David","Indoor",60,2022,115,103300,103300,"452-472 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960624003079,-37.80783716475,"-37.80783716475, 144.96062400307895"
"Ground 87 Peel Street WEST MELBOURNE VIC 3003","Chef Panda 888","Indoor, Outdoor",26,2022,435,107486,107486,"85-87 Peel Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4511,"Cafes and Restaurants",144.955584135621,-37.8061976193,"-37.8061976193, 144.95558413562077"
"Unit 1C, 8 Downie Street MELBOURNE VIC 3000","Chef Tan Chinese Restaurant","Indoor",60,2022,11,103987,103987,"550-554 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9559691465,-37.8203990474772,"-37.82039904747718, 144.95596914650002"
"Part 547 Flinders Lane MELBOURNE VIC 3000","Cherry & Twigs","Indoor",20,2022,11,559405,559405,"547-555 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95583815835,-37.8200194905927,"-37.82001949059274, 144.95583815835"
"68-70 Little Collins Street MELBOURNE VIC 3000","Cherry Bar","Indoor",60,2022,48,105967,105967,"68-70 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.97133106425,-37.8128412530172,"-37.81284125301718, 144.97133106425002"
"Ground 533 Little Lonsdale Street MELBOURNE VIC 3000","Cherry Lane Espresso","Indoor",40,2022,72,106022,106022,"527-533 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95631021025,-37.8132281311217,"-37.813228131121704, 144.95631021025"
"Part Ground 350 Queen Street MELBOURNE VIC 3000","Cherry Lane Espresso","Indoor",42,2022,94,108089,108089,"346-362 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95907937104,-37.81042371855,"-37.81042371855, 144.95907937103996"
"2-4 Import Lane DOCKLANDS VIC 3008","Chia Chia","Indoor",44,2022,1108,622439,622439,"Lifestyle Working 818-838 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9450193849,-37.8210123035422,"-37.82101230354219, 144.9450193849"
"Ground 522 Macaulay Road KENSINGTON VIC 3031","Chicken Episode","Indoor",24,2022,2523,614831,614831,"522 Macaulay Road KENSINGTON VIC 3031","Kensington",4511,"Cafes and Restaurants",144.92869952425,-37.7940491590497,"-37.79404915904972, 144.92869952425002"
"89 Peel Street WEST MELBOURNE VIC 3003","Chickilia","Indoor",18,2022,435,109682,109682,"173-181 Victoria Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4512,"Takeaway Food Services",144.955603614097,-37.80606672895,"-37.80606672895, 144.95560361409665"
"Part Ground 187-193 Elizabeth Street MELBOURNE VIC 3000","Chiki Chiki","Indoor, Outdoor",30,2022,54,103180,103180,"187-193 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962708281964,-37.81388772525,"-37.81388772525, 144.9627082819642"
"Tenancy 21, Ground 550 Bourke Street MELBOURNE VIC 3000","Chilangos","Indoor, Outdoor",42,2022,52,111283,636824,"550 Bourke Street 550 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.957392013845,-37.81531893625,"-37.815318936249994, 144.9573920138448"
"Tenancy 2, 855 Collins Street DOCKLANDS VIC 3008","Chilangos Mexican Cantina Docklands","Outdoor, Indoor",74,2022,1108,667598,667598,"839-865 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.944003653579,-37.82162859595,"-37.82162859595, 144.94400365357916"
"Tenancy 85, Ground 360 Elizabeth Street MELBOURNE VIC 3000","Chilli Everest","Indoor",25,2022,85,103311,103311,"316-360 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96206845195,-37.810874128364,"-37.810874128364034, 144.96206845195002"
"79 Batmans Hill Drive DOCKLANDS VIC 3008","Chilli India","Outdoor, Indoor",110,2022,1104,576024,576023,"Site One 747-757 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.947992009641,-37.8193808754,"-37.8193808754, 144.94799200964053"
"Tenancy 86, Ground 360 Elizabeth Street MELBOURNE VIC 3000","Chilli India","Indoor",75,2022,85,103311,103311,"316-360 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96206845195,-37.810874128364,"-37.810874128364034, 144.96206845195002"
"Gnd & Mezz 125 Flinders Lane MELBOURNE VIC 3000","Chin Chin Restaurant","Indoor, Outdoor",155,2022,17,103926,103926,"125-127 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97039992735,-37.8156891969343,"-37.81568919693426, 144.97039992735"
"257-259 Swanston Street MELBOURNE VIC 3000","China Bar","Indoor",120,2022,65,109295,109295,"257-259 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.964647282851,-37.8121141066,"-37.8121141066, 144.9646472828506"
"Gnd & Flr1 235 Russell Street MELBOURNE VIC 3000","China Bar","Indoor",115,2022,66,108555,108555,"235-241 Russell Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.967036951267,-37.81111923365,"-37.81111923365, 144.96703695126735"
"Shop 13-13A, Ground 90 Waterfront Way DOCKLANDS VIC 3008","China Bar Docklands","Indoor",90,2022,1110,593729,593729,"The District Docklands East Car Park 50-94 Waterfront Way DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.939444490556,-37.81215075265,"-37.81215075265, 144.93944449055613"
"Shop 15, Level 1 206 Bourke Street MELBOURNE VIC 3000","China Chilli","Indoor",180,2022,56,101202,101202,"206-218 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96687115185,-37.8126738094715,"-37.81267380947152, 144.96687115185"
"Shop 6, 206 Bourke Street MELBOURNE VIC 3000","China Red","Indoor",120,2022,56,101202,101202,"206-218 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96687115185,-37.8126738094715,"-37.81267380947152, 144.96687115185"
"Shop 9-10, LwrGround 100-116 Bourke Street MELBOURNE VIC 3000","Chine On Paramount / Chine Express","Indoor",100,2022,57,101219,101219,"The Paramount 100-116 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96976088475,-37.811726795581,"-37.81172679558099, 144.96976088474997"
"Ground 74 Victoria Street CARLTON VIC 3053","Chinger Biang Biang Noodle","Indoor",20,2022,266,109851,109851,"74 Victoria Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9653523595,-37.8067007712999,"-37.80670077129991, 144.9653523595"
"Tenancy 22, Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000","Chocolate Buddha","Indoor, Outdoor",190,2022,6,578319,573333,"Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.969941642792,-37.81777782605,"-37.817777826050005, 144.96994164279243"
"175 Lygon Street CARLTON VIC 3053","Chocolateria San Churro","Indoor, Outdoor",84,2022,246,106104,106104,"175 Lygon Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.966485089493,-37.801562261,"-37.801562261, 144.96648508949272"
"251-255 Little Lonsdale Street MELBOURNE VIC 3000","Chocolateria San Churro QV","Outdoor, Indoor",80,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"Laneway Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000","Chuckle Park Bar","Outdoor",50,2022,45,105960,105960,"The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.96400961705,-37.8148866085961,"-37.814886608596126, 144.96400961705"
"28-32 QV Urban Market MELBOURNE VIC 3000","Chunkytown QV","Indoor",30,2022,76,589841,105749,"QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002"
"368-384 Lygon Street CARLTON VIC 3053","Cinema Nova","Indoor",30,2022,217,106193,106193,"368-386 Lygon Street CARLTON VIC 3053","Carlton",5513,"Motion Picture Exhibition",144.968148472307,-37.7980396049,"-37.7980396049, 144.9681484723066"
"Shop 1, 58 Clarke Street SOUTHBANK VIC 3006","Circolo","Indoor, Outdoor",26,2022,732,110468,110468,"58 Clarke Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.959338211044,-37.8278653578,"-37.8278653578, 144.959338211044"
"11 Dukes Walk SOUTH WHARF VIC 3006","Citizen Cafe","Indoor, Outdoor",73,2022,804,623559,110484,"Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006","Southbank",4511,"Cafes and Restaurants",144.95231930285,-37.82542998795,"-37.82542998795, 144.95231930285"
"City of Melbourne Bowls Club Inc. Flagstaff Gardens 3 Dudley Street WEST MELBOURNE VIC 3003","City Of Melbourne Bowls Club Inc","Indoor, Outdoor",134,2022,92,102945,102942,"City of Melbourne Bowls Club Inc. Flagstaff Gardens 3 Dudley Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.95441973485,-37.810491143536,"-37.810491143535955, 144.95441973485"
"159 Spring Street MELBOURNE VIC 3000","City Wine Shop","Indoor, Outdoor",105,2022,58,108985,108985,"159 Spring Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.972465388853,-37.81099161535,"-37.81099161535, 144.97246538885273"
"597 Elizabeth Street MELBOURNE VIC 3000","Classic Curry Company","Indoor",30,2022,362,103247,103247,"597 Elizabeth Street MELBOURNE VIC 3000","North Melbourne",4511,"Cafes and Restaurants",144.958143542082,-37.8043944246,"-37.804394424600005, 144.95814354208187"
"501 MacAulay Road KENSINGTON VIC 3031","Clay Oven Pizza","Outdoor, Indoor",26,2022,524,106322,106322,"501-503 Macaulay Road KENSINGTON VIC 3031","Kensington",4512,"Takeaway Food Services",144.9293511948,-37.7945242314037,"-37.79452423140367, 144.9293511948"
"748 Swanston Street CARLTON VIC 3053","Claypot Kingdom","Indoor",40,2022,205,573290,573290,"740-750 Swanston Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.964765030609,-37.79900073805,"-37.79900073805, 144.96476503060853"
"Tenancy 1, 79 Hardware Lane MELBOURNE VIC 3000","Claypots Barbarossa","Outdoor, Indoor",90,2022,64,105707,105707,"399-413 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960687797714,-37.81304714185,"-37.81304714185001, 144.96068779771414"
"Shop 1-2, 118 Queen Street MELBOURNE VIC 3000","Club Colombia Restaurant","Indoor",57,2022,44,108111,108111,"118-126 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9612980901,-37.8156545827957,"-37.8156545827957, 144.9612980901"
"383-387 Lonsdale Street MELBOURNE VIC 3000","Club Retro","Indoor",60,2022,64,105705,105705,"383-387 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.961196981985,-37.81284394125,"-37.81284394125, 144.96119698198498"
"377-391 Cardigan Street CARLTON VIC 3053","Clyde Hotel","Indoor, Outdoor",120,2022,204,101613,101613,"377-391 Cardigan Street CARLTON VIC 3053","Carlton",4520,"Pubs, Taverns and Bars",144.9657543198,-37.7972553873302,"-37.797255387330154, 144.9657543198"
"Shop 2, Ground 34 Queen Street MELBOURNE VIC 3000","Cm & Co Coffee Roasters","Outdoor, Indoor",52,2022,14,108114,108114,"28-38 Queen Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962437471257,-37.81798972045,"-37.81798972045, 144.9624374712571"
"Shop 16, Block Arcade MELBOURNE VIC 3000","Coal River Farm","Indoor",15,2022,35,102141,102141,"280-292 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.964340753954,-37.81552770375,"-37.81552770375, 144.96434075395388"
"258 Flinders Street MELBOURNE VIC 3000","Coco Fresh Tea & Juice","Indoor",6,2022,15,104010,104010,"The Empire Apartments 256-268 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.965625595346,-37.8176073857,"-37.8176073857, 144.96562559534638"
"Basement 141-143 Flinders Lane MELBOURNE VIC 3000","Coda Bar & Restaurant","Indoor",80,2022,17,103930,103930,"141-143 Flinders Lane MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96987987645,-37.8157977488535,"-37.815797748853456, 144.96987987645002"
"Shop 1, 313 Spencer Street DOCKLANDS VIC 3008","Code 3","Outdoor, Indoor",96,2022,1101,108847,108847,"285-313 Spencer Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.951016853106,-37.81380704215,"-37.81380704215, 144.95101685310576"
"Shop 10, Ground 800 Collins Street DOCKLANDS VIC 3008","Code Black","Outdoor, Indoor",12,2022,1108,613252,613252,"790-814 Collins Street DOCKLANDS VIC 3008","Docklands",4512,"Takeaway Food Services",144.945832619841,-37.82104415505,"-37.82104415505, 144.94583261984098"
"Shop 8A, 360 Collins Street MELBOURNE VIC 3000","Code Black","Indoor",32,2022,34,102133,102133,"360 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9621709685,-37.8161689399954,"-37.81616893999539, 144.9621709685"
"119-121 Howard Street NORTH MELBOURNE VIC 3051","Code Black Howard Street","Indoor",70,2022,356,105024,105024,"119-121 Howard Street NORTH MELBOURNE VIC 3051","North Melbourne",4511,"Cafes and Restaurants",144.953673623331,-37.8042254461,"-37.8042254461, 144.9536736233307"
"Part Ground 630 Little Collins Street MELBOURNE VIC 3000","Code Black Spencer St","Indoor, Outdoor",12,2022,41,108966,108966,"The Savoy On Little Collins 626-636 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.953929733017,-37.8177722277,"-37.8177722277, 144.953929733017"
"519-521 Elizabeth Street MELBOURNE VIC 3000","Coffea Coffee","Indoor, Outdoor",53,2022,113,110690,108118,"507-523 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9576272223,-37.8078325742213,"-37.807832574221266, 144.9576272223"
"9-11 Little Collins Street MELBOURNE VIC 3000","Coffee Exchange","Outdoor, Indoor",50,2022,38,108982,108982,"93-101 Spring Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.973182359056,-37.812599635,"-37.812599635, 144.97318235905587"
"Shop 1, 825 Bourke Street DOCKLANDS VIC 3008","Coffee Gauge","Indoor, Outdoor",84,2022,1108,609479,609479,"The Gauge Site 821-827 Bourke Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.94415588535,-37.8202442772019,"-37.82024427720189, 144.94415588535"
